Ключевые слова,Дата и время,Источник,Код события,Категория задачи
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Операторы архива
	Имя группы:		Операторы архива
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
@Аудит успеха,09.05.2018 13:23:01,Microsoft-Windows-Security-Auditing,4799,Управление группой безопасности,"Перечислено участие в защищенных локальных группах.

Субъект:
	ИД безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	ИД входа:		0x3E7

Группа:
	ИД безопасности:		BUILTIN\Администраторы
	Имя группы:		Администраторы
	Домен группы:		Builtin

Сведения о процессе:
	ИД процесса:		0x11b0
	Имя процесса:		C:\Windows\System32\svchost.exe"
